Prefix,Next Activity - Ground Truth,Role Prefix,Next Role,Time Between Prefix,Next Activity - Prediction,Correct Prediction
"[1, 1, 12, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.8811680079360862, -0.12989343944247694, -0.8321679629339088]",2,1
[1],10,[1],1,[-1.4224766107948632],12,0
"[1, 10]",2,"[1, 1]",1,"[-1.4224766107948632, 0.7113698911293412]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.277779101949357]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.277779101949357, 0.6085409014813548]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.6363955313596482]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.6363955313596482, 0.7813649906163773]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.9301680529382633]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.9301680529382633, 0.68423363225414]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.19087658277300001]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.19087658277300001, 0.8651618298799109]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.19087658277300001, 0.8651618298799109, 1.0928103483515705]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",12,"[1, 1]",1,"[-1.4224766107948632, 0.14203378696350227]",12,1
"[1, 1, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.14203378696350227, -1.117291467080468]",10,1
"[1, 1, 12, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.14203378696350227, -1.117291467080468, 0.7102036000565644]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.5381486892708055]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.5381486892708055, 0.6970275425001853]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.5381486892708055, 0.6970275425001853, 0.03474845962505988]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.8321679629339088]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.8321679629339088, -0.6415325259804245]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.7529228396613331]",10,1
"[1, 12, 10]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.7529228396613331, 1.132836304861396]",2,0
"[1, 12, 10, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.7529228396613331, 1.132836304861396, -1.3044148812226724]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.9122223048258175]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.9122223048258175, -0.45498944313820616]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.9966529602826911]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.9966529602826911, 0.9060016444618072]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.7335605535250516]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.7335605535250516, -0.0154910511364903]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.30959549044935]",10,1
"[1, 12, 10]",12,"[1, 1, 1]",1,"[-1.4224766107948632, -0.30959549044935, 0.6949969845761041]",2,0
"[1, 12, 10, 12]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.30959549044935, 0.6949969845761041, 0.0987184214947684]",10,1
"[1, 12, 10, 12, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.30959549044935, 0.6949969845761041, 0.0987184214947684, 0.8454378828285368]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.6191007059765133]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.6191007059765133, 0.7139094220164086]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.6851425575570105]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.6851425575570105, 0.16968372210582697]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",12,"[1, 1]",1,"[-1.4224766107948632, 0.07043852625776383]",10,0
"[1, 12, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.07043852625776383, 0.5091132932295243]",10,1
"[1, 12, 12, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.07043852625776383, 0.5091132932295243, 1.006178866919957]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.6933369493800942]",10,1
"[1, 12, 10]",12,"[1, 1, 1]",1,"[-1.4224766107948632, 0.6933369493800942, -0.6056236503287769]",2,0
"[1, 12, 10, 12]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.6933369493800942, -0.6056236503287769, -0.29857188988606337]",10,1
"[1, 12, 10, 12, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.6933369493800942, -0.6056236503287769, -0.29857188988606337, 0.2807286297349808]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, -0.5477111017979316]",10,0
"[1, 12, 14]",12,"[1, 1, 1]",1,"[-1.4224766107948632, -0.5477111017979316, 0.781585847787881]",10,0
"[1, 12, 14, 12]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.5477111017979316, 0.781585847787881, 0.8450801395692585]",10,1
"[1, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.5477111017979316, 0.781585847787881, 0.8450801395692585, -1.0140501305618201]",2,1
"[1, 12, 14, 12, 10, 2]",2,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.5477111017979316, 0.781585847787881, 0.8450801395692585, -1.0140501305618201, 1.0822123207768823]",15,0
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",12,"[1, 1]",1,"[-1.4224766107948632, -0.6028313407144894]",10,0
"[1, 12, 12]",12,"[1, 1, 1]",1,"[-1.4224766107948632, -0.6028313407144894, -0.24692392224122683]",10,0
"[1, 12, 12, 12]",14,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.6028313407144894, -0.24692392224122683, 0.31644009590229094]",10,0
"[1, 12, 12, 12, 14]",12,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.6028313407144894, -0.24692392224122683, 0.31644009590229094, 0.48747360678678847]",10,0
"[1, 12, 12, 12, 14, 12]",10,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.6028313407144894, -0.24692392224122683, 0.31644009590229094, 0.48747360678678847, 1.0388311095653464]",10,1
"[1, 12, 12, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.6028313407144894, -0.24692392224122683, 0.31644009590229094, 0.48747360678678847, 1.0388311095653464, -0.8549119740293576]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",12,"[1, 1]",1,"[-1.4224766107948632, -0.4799905822027662]",12,1
"[1, 1, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, -0.4799905822027662, -0.03841129305135715]",10,1
"[1, 1, 12, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.4799905822027662, -0.03841129305135715, 0.25224174045141284]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",12,"[1, 1]",1,"[-1.4224766107948632, 0.24944829726776296]",12,1
"[1, 1, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.24944829726776296, -1.048229782510454]",10,1
"[1, 1, 12, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.24944829726776296, -1.048229782510454, 0.4774718791416409]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",8,"[1, 1]",1,"[-1.4224766107948632, 0.8471024957463116]",10,0
"[1, 12, 8]",8,"[1, 1, 1]",1,"[-1.4224766107948632, 0.8471024957463116, -1.0140501305618201]",10,0
"[1, 12, 8, 8]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.8471024957463116, -1.0140501305618201, -1.3044148812226724]",10,1
"[1, 12, 8, 8, 10]",10,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.8471024957463116, -1.0140501305618201, -1.3044148812226724, 1.0389056523369364]",2,0
"[1, 12, 8, 8, 10, 10]",2,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.8471024957463116, -1.0140501305618201, -1.3044148812226724, 1.0389056523369364, -1.4224766107948632]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.4951788773275473]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.4951788773275473, 0.6924549619825116]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.5473779200642427]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.5473779200642427, -0.4281530779314916]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, -0.8742149171455349]",10,0
"[1, 12, 14]",12,"[1, 1, 1]",1,"[-1.4224766107948632, -0.8742149171455349, 0.48344148568308176]",10,0
"[1, 12, 14, 12]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.8742149171455349, 0.48344148568308176, -0.111990795739162]",10,1
"[1, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.8742149171455349, 0.48344148568308176, -0.111990795739162, -1.0302840343980082]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.5043832491826313]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.5043832491826313, -0.9301680529382633]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.19265147808237007]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.19265147808237007, -0.10189773392156617]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.16471229520394512]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.16471229520394512, 1.0039005935091105]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.07951978157817467]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.07951978157817467, -0.47145603426710264]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.542753564410508]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.542753564410508, 0.9193795982882843]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.8742149171455349]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.8742149171455349, 0.9176672282058891]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.9369545172090487]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.9369545172090487, -0.7279615979313772]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.9733450379258699]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.9733450379258699, 0.5125036765072611]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.9733450379258699, 0.5125036765072611, 0.1347186599082388]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, -0.6234130633483085]",10,0
"[1, 12, 14]",12,"[1, 1, 1]",1,"[-1.4224766107948632, -0.6234130633483085, 0.7787149865335695]",10,0
"[1, 12, 14, 12]",14,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.6234130633483085, 0.7787149865335695, -1.0140501305618201]",10,0
"[1, 12, 14, 12, 14]",12,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.6234130633483085, 0.7787149865335695, -1.0140501305618201, -0.7167886048893304]",12,1
"[1, 12, 14, 12, 14, 12]",10,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.6234130633483085, 0.7787149865335695, -1.0140501305618201, -0.7167886048893304, 0.19333655114766146]",10,1
"[1, 12, 14, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.6234130633483085, 0.7787149865335695, -1.0140501305618201, -0.7167886048893304, 0.19333655114766146, -1.048229782510454]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.9757469060822802]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.9757469060822802, 0.4501708268598138]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.9757469060822802, 0.4501708268598138, 0.8750986034811317]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.7867027579416264]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.7867027579416264, -0.21413636302154437]",2,1
[6],1,[1],1,[-1.4224766107948632],1,1
"[6, 1]",12,"[1, 1]",1,"[-1.4224766107948632, -0.9612223498279945]",12,1
"[6, 1, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, -0.9612223498279945, 0.5115686527996913]",10,1
"[6, 1, 12, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.9612223498279945, 0.5115686527996913, 0.7354583828405952]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.21632913247488814]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.21632913247488814, 0.693572153343634]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.48476961114229855]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.48476961114229855, 0.2218390838794411]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.8198618858952195]",10,1
"[1, 12, 10]",12,"[1, 1, 1]",1,"[-1.4224766107948632, 0.8198618858952195, -0.8675345679213046]",2,0
"[1, 12, 10, 12]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.8198618858952195, -0.8675345679213046, -0.7141062333617181]",10,1
"[1, 12, 10, 12, 10]",12,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.8198618858952195, -0.8675345679213046, -0.7141062333617181, 0.3046031439900376]",2,0
"[1, 12, 10, 12, 10, 12]",3,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.8198618858952195, -0.8675345679213046, -0.7141062333617181, 0.3046031439900376, 0.779426799226081]",10,0
"[1, 12, 10, 12, 10, 12, 3]",10,"[1, 1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.8198618858952195, -0.8675345679213046, -0.7141062333617181, 0.3046031439900376, 0.779426799226081, 0.953591313989709]",10,1
"[1, 12, 10, 12, 10, 12, 3, 10]",2,"[1, 1, 1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.8198618858952195, -0.8675345679213046, -0.7141062333617181, 0.3046031439900376, 0.779426799226081, 0.953591313989709, 0.9858530776380247]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.8431606202558036]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.8431606202558036, 0.7789135644488454]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.8169089941540503]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.8169089941540503, 0.9210675357544243]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.8169089941540503, 0.9210675357544243, 0.5602142375585231]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.6163927157590648]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.6163927157590648, 0.9869269251226709]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.5010888384254961]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.5010888384254961, -1.0302840343980082]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.9399036781947867]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.9399036781947867, -0.09417701491997245]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",12,"[1, 1]",1,"[-1.4224766107948632, 0.4545481312496574]",12,1
"[1, 1, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.4545481312496574, -0.004823461348756603]",10,1
"[1, 1, 12, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.4545481312496574, -0.004823461348756603, -1.0140501305618201]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",12,"[1, 1]",1,"[-1.4224766107948632, -0.7941605752536266]",12,1
"[1, 1, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, -0.7941605752536266, 0.11909256724486296]",10,1
"[1, 1, 12, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.7941605752536266, 0.11909256724486296, -0.5117194426346798]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.2901953160692386]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.2901953160692386, 0.4382827191071974]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.011487266736174163]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.011487266736174163, -0.8742149171455349]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.6990779717215668]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.6990779717215668, -0.6504522116082175]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",8,"[1, 1]",1,"[-1.4224766107948632, 1.0031742282203564]",10,0
"[1, 12, 8]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 1.0031742282203564, -0.9612223498279945]",10,1
"[1, 12, 8, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 1.0031742282203564, -0.9612223498279945, 0.9630658363032117]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",12,"[1, 1]",1,"[-1.4224766107948632, 0.08446828971281481]",10,0
"[1, 12, 12]",12,"[1, 1, 1]",1,"[-1.4224766107948632, 0.08446828971281481, -0.785850289459344]",10,0
"[1, 12, 12, 12]",14,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.08446828971281481, -0.785850289459344, -0.06703466279802997]",10,0
"[1, 12, 12, 12, 14]",12,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.08446828971281481, -0.785850289459344, -0.06703466279802997, 0.9940023561081965]",10,0
"[1, 12, 12, 12, 14, 12]",10,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.08446828971281481, -0.785850289459344, -0.06703466279802997, 0.9940023561081965, 0.9622747741115394]",10,1
"[1, 12, 12, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.08446828971281481, -0.785850289459344, -0.06703466279802997, 0.9940023561081965, 0.9622747741115394, -0.9209589414604175]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",12,"[1, 1]",1,"[-1.4224766107948632, -0.9399036781947867]",12,1
"[1, 1, 12]",14,"[1, 1, 1]",1,"[-1.4224766107948632, -0.9399036781947867, 0.007192401179145685]",10,0
"[1, 1, 12, 14]",12,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.9399036781947867, 0.007192401179145685, 0.6326349498053975]",10,0
"[1, 1, 12, 14, 12]",10,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.9399036781947867, 0.007192401179145685, 0.6326349498053975, 0.10320799097608666]",10,1
"[1, 1, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.9399036781947867, 0.007192401179145685, 0.6326349498053975, 0.10320799097608666, -0.6541551198723716]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, -1.0302840343980082]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, -1.0302840343980082, -0.7818424087381136]",12,0
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -1.0302840343980082, -0.7818424087381136, -0.1282635028724248]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.9729737036015484]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.9729737036015484, -0.028717654402824193]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.311838307999413]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.311838307999413, -0.4389141552424946]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.24405622585325715]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.24405622585325715, -0.16184656201577147]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -1.0302840343980082]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -1.0302840343980082, 0.6929714994666237]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.3281474834307449]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.3281474834307449, 0.2701737718679166]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.553831295712312]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.553831295712312, 0.47339511012126717]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.946916312769451]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.946916312769451, 0.6551137868846062]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",12,"[1, 1]",1,"[-1.4224766107948632, 0.9369438461102493]",12,1
"[1, 1, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.9369438461102493, -0.9122223048258175]",10,1
"[1, 1, 12, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.9369438461102493, -0.9122223048258175, 0.13723402705366175]",2,1
[12],10,[1],1,[-1.4224766107948632],10,1
"[12, 10]",10,"[1, 1]",1,"[-1.4224766107948632, 1.0702140007684398]",2,0
"[12, 10, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 1.0702140007684398, -1.3044148812226724]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.9400912261799469]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.9400912261799469, 0.5137490086325092]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.9400912261799469, 0.5137490086325092, 0.47734754657816425]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.7486077909275004]",10,0
"[1, 12, 14]",12,"[1, 1, 1]",1,"[-1.4224766107948632, 0.7486077909275004, 0.6248120553872338]",10,0
"[1, 12, 14, 12]",14,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.7486077909275004, 0.6248120553872338, 0.8217930573058116]",10,0
"[1, 12, 14, 12, 14]",10,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.7486077909275004, 0.6248120553872338, 0.8217930573058116, -0.19327561609028823]",10,1
"[1, 12, 14, 12, 14, 10]",2,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.7486077909275004, 0.6248120553872338, 0.8217930573058116, -0.19327561609028823, 0.866788777979903]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.2806667320067544]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.2806667320067544, 0.6890939157494421]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.2806667320067544, 0.6890939157494421, 0.5142053229155871]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 1.0605685268237703]",10,0
"[1, 12, 14]",12,"[1, 1, 1]",1,"[-1.4224766107948632, 1.0605685268237703, -0.10455108683589033]",10,0
